label	premise	hypothesis
2	1) Increased federal enforcement . Before Hoover's death, the FBI did not aggressively investigate the Mafia.	The FBI started aggressively investigating the Mafia after Hoover was born. 
2	They managed to control much of the country for nearly a century before the Muslim leader Saladin (Salah-ad-Din) defeated them in 1187.	They controlled the entire country, even when Saladin failed to attack them in 1187.
1	well the floor was uneven you know	well, you know that part of the floor sits half an inch higher than the other part
0	The information provided in this guide is current as of the date of this publication.	The information in the guide is up-to-date.
0	It's an interesting account of the violent history of modern Israel, and ends in the Scafeld Room where nine Jews were executed.	The execution of nine Jews was an important turning point in modern Israel's history.
1	because the cold weather was just simply trapped along the ground and couldn't get away	The weather stayed for much too long.
1	The Gaiety Theatre in South King Street is worth visiting for its ornate d??cor.	The Trump Tower is a terrible place to visit for ornate decor.
1	It's a great novelty, but very expensive.	Some find the experience isn't worth the price.
1	'Pardon me for saying so, but I really don't think this is the time for an entree,' I said.	I didn't think it was time for a main course, but dessert sounded good. 
1	oh yes how well i know i was laid off last year but i was i was lucky because i was one of the first groups to go	My group was one of ten groups to get laid off.
0	They crossed the Forth from Dunfermline at the narrows known to this day as Queensferry.	The narrows are still named Queensferry.
1	I was pulled into the bar.	The lure of alcohol was unrelenting and the bar pulled me in.
1	We did not study the reasons for these deviations specifically, but they likely result from the context in which federal CIOs operate.	These deviations mostly involve failure to apply software updates in a timely manner.
1	There are two challengers to these top dogs.	These top dogs face two tough financial challenges.
2	Perched on a steep slope, high in the Galilean hills, Safed (known also as Tzfat, Tsfat, Sefat, and Zefat) is a delightful village-town of some 22,000 people.	Safed is located in the bottom of a valley.
0	But those that are manufactured for sale in in Europe and so forth are quite the other way around	The ones that are made to sell in Europe are different.
2	Ocho Rios is Spanish for  eight rivers,  but this name is not descriptive of the area.	Ocho Rios means pink penguins in Spanish, and this name describes the area.
2	On the platform stood an altar and a large stone pillar.	There was only a pillar on the platform.
1	Finally, the FDA will conduct workshops, issue guidance manuals and videotapes, and hold teleconferences to aid small entities in complying with the rule.	The FDA has conducted many workshops over its operating years. 
0	[Requires free registration.	The registration is free.
2	I can FEEL him."	I can't feel any connection to him.
1	Gerth's prize-winning articles do not mention a CIA report concluding that U.S. security was not harmed by the 1996 accident review.	Gerth left out important information to make his article seem better.
0	It focuses on desktop, client/server, and enterprisewide computing.	Desktop computing is one the main focus areas.
2	He caught his breath.	His breath would not come.
1	Boca da Corrida Encumeada (moderate; 5 hours): views of Curral das Freiras and the valley of Ribeiro do Poco.	"Views of Curral da Freiras and the valley of Ribeiro do Poco" is chapter 5. 
0	He loved her.	She was loved by him.
0	and for regular readers who are a bit confused about our schedule (and who can blame them?)	who can blame who is confused about our schedule?
2	yeah i think i'll probably just have to go with one of those splint braces or something	I don't need a splint brace. 
1	Pro-choicers point out that these close-up images literally cut the fetus's context--the woman--out of the picture.	Pro-choices say the close-up images are unfair to women.
2	my goodness it's hard to believe i didn't think there was anybody in the country who hadn't seen that one	I thought I was the only one in this country who had seen it. 
1	The baker was not jolly.	The baker wasn't very cheerful because he was sick.
2	i don't know um do you do a lot of camping	I know exactly.
0	Later, Tom testified against John so as to avoid the electric chair.	Tom was willing to speak against the other man to avoid his own execution.
1	Remember, there are over 844 million Indians out there, and a lot of them will be on the move at the same time as you will be, therefore competing for plane seats and hotel rooms.	There are often not enough hotel rooms for everyone.
2	I can't help but wonder if Shuger thought to ask himself a few simple questions before launching his attack-- questions such as, did Tripp ask to be moved to her current job?	I know that Shuger asked himself a lot of questions.
1	The political cleansing that did not happen through the impeachment process leaves Clinton with a great and serious burden.	The impeachment process involved Clinton's husband as well.
2	Even after having just seen Adrin's skill with his rapier, Ca'daan had not seen a man move so sure and so naturally with such devastating results.	Ca'daan smirked at Adrin's pathetic rapier moves.
2	Time 's cover package considers what makes a good school.	Time's cover package is about how most college students have to deal with insane student loans.
0	okay movies i've i haven't seen too many lately i have kids and we went and saw The Rescuers Down Under over the the break do do you have kids you take to movies or	I took my kids to see the movie The Rescuers Down Under.
0	As a professional courtesy, GAO will inform requesters of substantive media inquiries during an ongoing assignment.	During an ongoing assignment, GAO will inform requesters of substantive media inquiries. 
2	Once there, he or she must alight from the vehicle and proceed to the mailbox, then return to the vehicle, turn it around and proceed to the road.	They should never get out of the vehicle.
1	'Can I get a drink?'	Can you drink hot soup?
1	Recent SAB deliberations on mortality and morbidity valuation approaches suggest that some adjustments to unit values are appropriate to reflect economic theory (EPA-SAB-EEAC-00-013, 2000).	Economic theory is the only theory concerning mortality valuation.
0	they don't call them immigrants anymore that was back during my granddaddy's day	They used to call them immigrants.
2	These 900 hectares (2,224 acres) of parkland on the western edge of the city constitute one of Baron Haussmann's happier achievements.	Baron Haussmann regrets implementing the 900 hectares of parkland on the western edge of the city.
1	Auditors may use an engagement letter, if appropriate, to communicate the information.	Auditors may use an engagement letter to communicate with the stakeholders.
0	Nash showed up for an MIT New Year's Eve party clad only in a diaper.	Nash appeared at a New Year's Eve party with only a diaper.
2	You did not understand that he believed Mademoiselle Cynthia guilty of the crime?	He believed Mademoiselle Cynthia innocent and you were aware?
2	In addition, Saracens invaded the Provencal coast from North Africa, and Magyar armies attacked Lor?­raine and Bur?­gun?­dy.	The Magyar armies did not attack anyone.
2	and you fry them with garlic and a little bit of couple dashes of hot pepper	Do not put any garlic or hot pepper in it.
2	um-hum  right do where are you at what state	How many miles did you run?
0	To see the desert at its best, go out at dawn and at sunset.	Go at dawn and sunset to see the desert at optimal times.
0	These are issues that we wrestle with in practice groups of law firms, she said. 	Practice groups of law firms wrestle with these issues.
2	Tommy Thompson of Wisconsin and Mayor Rudolph Giuliani of New York, the conservative vanguard on the issue, show no inclination to exploit research that says, in effect, Why care about day-care quality?	Thompson and Giuliana are exploiting the research.
1	You'll even be able to consult a traditional herbalist to cure your ailments.	Traditional herbalist are better than regular doctors.
1	AT&amp;T and MCI have protested the tax and pledged to pass the cost on to  MCI charges 5 percent on all out of state long-distance calls, and AT&amp;T charges a flat rate.	AT&T's flat rate is usually cheaper than MCI's per call tax. 
0	A clean, wholesome-looking woman opened it.	The pure looking woman opened it.
1	It must be a difficult situation for you all.	There are a lot of hindrances to overcome.
0	right and uh there's usually nobody running against you know the incumbents	The incumbents are running completely unopposed by any other candidate.  
0	and that you're very much right but the jury may or may not see it that way so you get a little anticipate you know anxious there and go well you know	Even though you're correct, the jury might think differently.
1	Something in his mind seemed also to have developed a "tan" that let him face the bite of chance without flinching.	He had already lost most of his life savings at the roulette wheel, so what did one more spin count for.
0	i don't know no i don't	I have no knowledge of that.
1	We did it with the aid of consultants and other equal justice stakeholders.	In reality, equal justice stakeholders contributed only a little to our efforts.
0	Built in a.d. 688 691, it is decorated in thousands of exquisite, predominantly blue and yellow, Persian ceramic tiles, with Koranic scriptures on the lintels.	Numerous elegant blue and yellow ceramic tiles of Persian origin embellish it.
1	so i don't completely agree with that either	I have different reasons for doubting each.
1	and he's an engineer so he even came over and set it up for me and had it running for like two hundred dollars so i thought that	After he set it up, i took him out to lunch for being so nice.
1	It was like looking into a mirror, except infinitely more realistic.	Looking at my daughter was like looking in a mirror.
1	Even analysts who had argued for loosening the old standards, by which the market was clearly overvalued, now think it has maxed out for a while.	Some analysts wanted to make the old standards toughter.
2	you know we keep a couple hundred dollars um if that much charged on those which isn't too bad it's just your normal	We have no money on there at all
2	For example, service coordination is a popular remedy for limited funds.	There are no ways to overcome fund limitation.
2	yeah because those things i think would just snap you know	Because they would survive easily.
1	The Drawing Room was partially destroyed by fire in 1941, and its furnishings are faithful reproductions; the huge (repaired) Ming punch bowl is striking.	The Ming punch bowl is used at employee parties.
0	Lewis brought to the campaign the same intensity he had trained upon redneck troopers and sheriffs.	The same intensity as trained upon redneck troopers and sheriffs has been brought to the campaign by Lewis.
2	um-hum with the ice yeah	With the sunshine and heat wave yes.
1	That's an opportunity that very few people have had.	Not many people get the chance to swim with sharks. 
0	The final aim of screening must be improved outcomes through referral and counseling.	Screening needs to try to improve outcomes.
0	The experts point out that it is not age alone that determines a Chinese antique's value the dynasties of the past had their creative ups and downs.	Chinese antique's value change not always from age.
1	That example points to an important general  Total expenditure is determined by the value of the prize, whether we're talking about presidential campaigns or state lotteries.	They wanted to show it was valid in different situations.
1	It was made up to look as much like an old-fashioned steam train as possible.	It was built in the modern era to look like something built in the past.
0	1) FBI intelligence files indicate that Democratic fund-raiser Maria Hsia has been a Chinese agent.	The FBI has been looking into Maria Hsia's background.
1	He writes that it's the first time he's added such a track.	The track has become very popular.
1	uh-huh and is it true i mean is it um	It is absolutely correct.
1	huh no i haven't attempted that i'm satisfied with what we have right now and we do have a gas credit card and we use that	I am happy with our current cards.
1	uh-huh well maybe well i've enjoyed talking to you okay bye-bye	I liked talking to you about sports.
0	Were you in company with anyone?	Was anyone with you?
0	This is Susan.	Susan is who this is. 
0	Near Jerusalem	It is close to Jerusalem.
0	Only trouble was, they had infinite ammunition...we only had so many bullets.	They had a lot more bullets than we did.
1	Think of it this  When consumer confidence declines, it is as if, for some reason, the typical member of the co-op had become less willing to go out, more anxious to accumulate coupons for a rainy day.	Coupon collecting helps consumers feel more in control.
2	The logic of analysis in case studies is the same	The logic for the case studies is different from other types.
0	The Kal tangled both of Adrin's arms, keeping the blades far away.	Adrin's arms were tangled, keeping his blades away from Kal.
0	Oh, my friend, have I not said to you all along that I have no proofs. 	I told you from the start that I had no evidence.
0	Good  Oklahoma now has a Public Guardianship Program, albeit unfunded, that will supply lawyers to perform this rights-monitoring process	Good Oklahoma has a program to fund lawyers.
1	Silverwork and Pewter	Petwer and Silverwork are not comparable.
0	'Dave Hanson, to whom nothing was impossible.' Well, we have a nearly impossible task: a task of engineering and building.	This building job will be very difficult to complete.
1	8 million in relief in the form of emergency housing.	The 8 million dollars for emergency housing was still not enough to solve the problem.
1	St. Barts, of course, is completely undefended.	There has never been a need to defend St. Barts.  
1	it's actually there well Iraq has had uh designs on that place since nineteen twenty two so you know it wasn't like something that just suddenly popped up	Many Iraqis feel like that place was unfairly taken away from them.
1	The Praya, the promenade in front of the ferry pier, is a good place to observe the many junks and fishing boats in the harbor.	The fishing boats make a big commotion in the harbor that can be heard from the Praya.
1	, number of parks or acres of land) rather than in terms of historical cost.	Park land tends to be less valuable than urban land.
1	That drawer was an unlocked one, as he had pointed out, and he submitted that there was no evidence to prove that it was the prisoner who had concealed the poison there. 	The prisoner unlocked the draw but it wasn't him that put the poison in there.
0	The mansions have been downgraded to consulates since the capital was transferred to Ankara in 1923, and modern shops and restaurants have sprung up.	In 1923 the capital was moved to the city of Ankara .
1	you know some of the really the really emotional ones have you followed the Dallas elections on zoning	I'm very interested in how the Dallas elections turn out since I'm hoping to develop some land.
2	The Cooper Building forms the heart of L.A.'s Garment District, which is located southeast of central Downtown on Los Angeles Street.	L.A has no Garment District since the Cooper Building was turned into an ice skating rink.
0	i tell you what i would not i would not buy a car that had the seat belt where it was hooked under the door	I don't want a car with the seat belt under the door.
0	and i use a one of those black soaker hoses that actually oozes water every where so i lace it up and down there a couple of times and i only have to water about two hours a week	I only water about two hours a week, I use one of those black soaker hoses.
1	The Honorable Bill Archer, Chairman The Honorable Charles B. Rangel Ranking Minority Member Committee on Ways and Means House of Representatives	Bill Archer has been serving in the House of Representatives for a very long time.
1	These days, newspaper writers are no longer allowed the kind of license he took.	Newspaper writers need to be more factual and careful these days.
0	Base year data will be actual receipt and outlay data for the last completed fiscal year	Base year data will be actual receipt and outlay data.
0	Coast Guard rules establishing bridgeopening schedules).	The Coast Guard is in charge of opening bridges.
0	I am a lacto-vegetarian.	I can consume lactose, but not meat.
0	No, don't answer.	Don't respond. 
2	What idiots girls are! 	They believed girls to be the more intelligent gender.
1	Or else it was administered in the brandy you gave her.	It could have been administered in another way, instead of the brandy you gave her.
1	To see how The Bell Curve tries and fails to get around these inherent problems, see and .	The Bell Curve tries to get around these problems and fails in many different ways.
0	Neither does it include the mail sent in response to advertising.	It does not include the mail sent in response to advertising.
1	Don't you remember? Today we're going to auntie Basia's birthday party.'	We are going to Aunt Basia's birthday party at the restaurant today, remember?
2	In the small marina you can eat while surrounded by expensive boats.	There are no boats in the small marina.
0	do you think most states have that or	In your opinion, do most states have that?
1	OMB has approved the information collection contained on the Form ADV and has	The information collection contained on Form ADV and Form CGF was approved by OMB.
0	Although the accounting and reporting model needs to be updated, in my view, the current attest and assurance model is also out of date.	The accounting model needs to be updated in addition to the acquisition model.
0	the net cost of operations.	That's how it expensive it runs.
0	Second, Clinton hasn't used the bully pulpit to speak out against drug use nearly as often as his two predecessors did.	The bully pulpit can be used to speak out against drug use.
1	And really it's a great relief to think he's going, Hastings, continued my honest friend. 	I'm glad to hear that criminal will be out of our community soon, remarked my colleague.
1	apparently apparently the appraisers likes it because our taxes sure is high  isn't it it really is	We wished the taxes were lower.
1	See you Aug. 12, or soon thereafter, we hope.	The person was going to attend on August 12.
2	Every fresh circumstance seems to establish it more clearly."	Every new thing seems to disprove it.
0	 "Give it to me." He handed it to her.	She told him to give it to her.
2	yeah i mean this this Escort even when the head gasket went i mean it would start first time every time	Once the head gasket went out, the Escort stopped working.
2	No one would ever think of sentiment in connection with you.	Everyone would expect sentiment when connecting with you.
0	There is an exhibition of highland dress, showing how it developed through the centuries.	They show different types of highland dress.
2	probably yeah i would imagine the judge could throw it out	I cannot believe the judge threw the book at them so fast.
1	Acquaintances of mine have become Orthodox because of the codes.	Some of my friends have converted to other religions.
2	The first, reached from Luxor, is Esna, 54 km (33 miles) by road.	There is no road between Esna and Luxor.
0	'You burned down my house.'	'You set fire to my home and it burned down.'
2	In fiscal year 2000, it reported estimated improper Medicare Fee-for-Service payments of $11.	The payments were from fiscal year 2002.
2	U.S. civil legal services delivery system.	The us does not have a civil delivery system 
2	There is nothing more to be done here, I think, unless, he stared earnestly and long at the dead ashes in the grate. 	There is sdo much left to do. 
0	Both were run by editors (Paul Williams, Jann Wenner) who saw rock stars as modern poets and voices of their generation.	Both were operated by editors who fancied rock stars as modern poets.
0	Much of Among Giants affords an agreeable blend of the gritty and the synthetic, and the two main actors are a treat.	The two actors acted well.
1	This explains the presence in Guangzhou of the Huaisheng Mosque, reputed to be China's oldest, and traditionally dated a.d. 627.	The Huaisheng Mosque is gigantic in size.
2	In fact, the Flamingo would launch over two decades of strong mob presence in Las Vegas.	The Flamingo would cease to host any more events.
1	and uh i'm originally from Virginia and uh and my memories of summer have always been that stifling humidity	I was born in Richmond, Virginia.
0	Long Bay is seven miles of sublime fine sand, gentle azure water, and cooling palm trees.	Long Bay is measured to be seven miles.
2	After the execution of Guru Tegh Bahadur, his son, Guru Gobind Singh, exalted the faithful to be ever ready for armed defense.	Guru Tengh Bahadur died without an heir.
0	The Commission published a summary of its Final Regulatory Flexibility Analysis in the Federal Register on September 12, 1996 (61 Fed.	In 1996, the Commission published its Final Regulatory Flexibility Analysis.
2	and not only that it it opens you to phone solicitations	It prevents you from having to contend with more marketing calls.
1	I hate pigeons.	My disdain for pigeons is well warranted.
0	The only drawback is, of course, the large crowds in summer.	Summer brings with it swarms of people.
1	One of them, darker skinned, had hair braided into two lines.	They braid their hair to keep it out of the way during combat.
1	The emotional effect is undiminished, and the gory effects are usually horribly creative.	The emotional effect includes feelings of horror and dismay.
1	my goodness it's hard to believe i didn't think there was anybody in the country who hadn't seen that one	I thought everyone in the US had already seen that movie. 
1	1) Increased federal enforcement . Before Hoover's death, the FBI did not aggressively investigate the Mafia.	Increased federal enforcement is essential to curbing organized crime.
0	But I'll take up my stand somewhere near, and when he comes out of the building I'll drop a handkerchief or something, and off you go!"	I want you to follow him, so watch for the signal that I give.
0	right after the war	Just after the war ended.
1	Jon saw him ride into the smoke.	The smoke soon hid him from Jon's sight.
1	Yes, undoubtedly the hand of Mr. Brown! Mr. Carter paused.	Carter was excited.
1	Carmel Man, a relation of the Neanderthal family, lived here 600,000 years ago.	Carmel Man is still relatively well-preserved today, which is how we were able to estimate his age.
0	Where are you going?	I want to know where you're going.
1	Vaikuntaperumal is a Vishnu temple of the same period, famous for its elevated colonnade of lively sculpted reliefs showing the many exploits of the Pallava kings.	The Pallava kings were famously warlike and brave.
2	Next, you enter the vast and splendid Imperial Hall, with three handsome marble fountains, and a canopied throne from which the sultan would enjoy the music and dancing of his concubines.	There are no fountains in the Imperial Hall at all.  
0	One he broke back to about the length of his forearm.	He snapped something to be as long as his forearm.
0	It was a splendid life ”I loved it." There was a smile on her face, and her head was thrown back. 	She said she was very happy about the life she had led.
2	it it i think that is the biggest problem when you really not you don't don't really need the stuff but the nicer looking clothes are the more expensive nicely tailored clothes	It is the same price for tailored clothes.
0	After several years of private practice from 1982-90, he became the judge of Decatur County Court for a year.	He was Decatur County's Court judge for one year.
0	Additionally, GAO's FederalInformationSystemControlsAuditManualis now used by most major federal audit entities to evaluate computerrelated controls.	A few major federal audit entities use the GAO system.
2	Massive tidal waves swept over Crete, and other parts of the Mediterranean, smashing buildings and drowning many thousands of people.	The residents of Crete fled to higher ground and on one was harmed.
2	uh right now we're actually having uh it's getting nice i mean it was in the high fifties today but three and a half weeks ago we had an ice storm	Temperatures are still below the freezing point outside.
0	Prior to 1986, the United States had been a net creditor because its holdings of foreign assets exceeded foreign holdings of U.S. assets.	The US was a net creditor before 1986 because of its foreign asset holdings.
1	There may be a small savings at the factory showrooms in Manacor, where you'll have the biggest choice.	The factory show rooms are cheaper.
1	Ile de R??	Ile de R is no longer part of the attraction.
0	and i'm pretty happy with it so far	It's working out so far.
2	There is very little to see here, or at the ruined Essene monastery of Qumran itself.	There are plenty of interesting sights and experiences here.
0	After the death of Columbus in 1505, Jamaica became the property of his son Diego, who dispatched Don Juan de Esquivel to the island as Governor.	Jamaica was inherited by Columbus' son, Diego.
1	As black as it is, Heathers has the same theme as the Ringwald/Cusack movies.	Heathers was a wonderful dark comedy 
2	yeah they were my favorite team for a while	They were always the worst team ever.
2	 "You're not going to marry him, do you hear?" he said dictatorially.	"I approve of your marriage to this man."
1	uh-huh yeah yeah they're good	They were better before.
1	oh  that's accommodating	That fits in my schedule.
2	The political cleansing that did not happen through the impeachment process leaves Clinton with a great and serious burden.	There was no such instance of political cleansing.
0	i ripped the ligaments in my right ankle	i tore the ligaments in my right ankle
0	Because of the casualties, Lind says, the United States would eventually have had to leave Vietnam anyway.	Lind said the US would have had to leave Vietnam eventually anyways.
1	In this rule, cost refers to historical cost and market refers to the current replacement cost by purchase or production.	The historical cost is used by the manufacturing industry.
1	We did not study the reasons for these deviations specifically, but they likely result from the context in which federal CIOs operate.	The Context in which federal CIOs operate is no different from other CIOs.
0	and maybe we'll run across each other again	Perhaps we will cross paths in the future.
1	so i how do you feel that it should be applied	I really need your help with figuring out how to apply this.
0	more of a football powerhouse up there i guess	I suppose he is more of a football powerhouse there.
1	There followed the Balkan Wars, in which Turkey lost western Thrace and Macedonia, then World War I, into which Turkey entered on Germany's side.	Turkey entered World War I in order to regain territory lost during the Balkan Wars.
2	The main attraction of Kom Ombo is the vibrant color still found on the columns in the Hypostyle Hall.	With it's drab and plain columns, the Hypostyle hall at Kom Ombo is basically ignored by visitors.
2	Daniel sat buried by the lights, occasionally pressing things.	Daniel sat on the forest floor, surrounded by hyenas. 
0	Two aromatic aniseed drinks are also produced locally.	The aniseed drinks have a good smell to them.
2	were sort of a double sign with a a big miles per hour and a little kilometers per hour type uh marking on the side	A sign that only displays mph.
1	Two natural rock formations are always pointed out on excursions.	Four other natural rock formations are sometimes pointed out.
2	In few other modern cities are you likely to see such a variety of costumes.	Many modern cities host many different types of costumes.
1	Any subsequent alterations to the data can be readily detected.	Special permissions are required to alter the data.
0	In Mumbai, both Juhu and Chowpatty beaches are, for instance, definitely a bad idea, and though the Marina beaches in Chennai are cleaner, there may be sharks.	The beaches in Mumbai are a bad idea.
1	And if, as ultimately happened, no settlement resulted, we could shrug our shoulders, say, 'Hey, we tried,' and act like unsuccessful brokers to an honorable peace.	Neither side is actually interested in a settlement at this time.
2	The anthropologist Napoleon Chagnon has shown that Yanomamo men who have killed other men have more wives and more offspring than average guys.	Yanomamo men have never killed anyone.
0	It shows clearly enough that my poor old friend had just found out she'd been made a fool of!	I could see that my friend had been humiliated by the situation. 
2	Why, when I was your age, I already had...."  Dave wasn't listening any longer.	Dave was paying the speaker lots of attention.
1	oh i'll bet they did	I'm bet they did after getting into trouble. 
1	yeah yeah you probably get this probably pretty sticky after you get done then you've got to drain the water out of the watermelon because you know when you scrape it it makes the water	It is important to drain the watermelon to make this dish.
2	He was a pilot, not a platoon leader.	He was a decorated platoon leader with many years of command experience.
0	McCalpinMaria Luisa Mercado Nancy H. Rogers Thomas F. Smegal, Jr.	Nancy Rogers is involved.
1	A conventional siege was useless against such a seemingly impregnable rock, however, and with so much food and water the Zealots could not be starved into submission.	Eventually, the besieging soldiers had to give up and go home.
0	He also has a private practice.	He has private practices as well.
0	He did not immediately recognize Tuppence.	Tuppence was not immediately recognized by him.
1	I had rejected it as absurd, nevertheless it persisted. 	I rejected it as absurd but it persisted out of protest.
2	REPORT PREPARATION AND TEST REVIEW	It is impossible to prepare a report on this topic.
1	He argued that these governors shared the congressional Republican agenda enshrined in the 1994 Contract With America.	The governors were angry men
2	But there's plenty more.	There is not a sufficient amount. 
1	Coast Guard rules establishing bridgeopening schedules).	The Coast Guard has firm rules in place when it comes to bridgeopening.
0	 Two more weeks with my cute TV satellite dish have increased my appreciation of it.	My appreciation of my satellite dish has increased.
1	Ickes apparently made calls to donors from his government office, but there is no evidence so far that anyone else solicited funds in a federal building.	Ickes may have solicited donors and prostitutes from his government office.
1	Bien! he said at last. 	He had a slip of the tongue.
0	my goodness it's hard to believe i didn't think there was anybody in the country who hadn't seen that one	Wow, I didn't think it was possible for someone in the country to not have seen that. 
1	appropriate agency representatives, help resolve	the right agency workers, help fix my security system
0	We next present the test of our hypothesis by comparing the predicted percentages for each of the seven posts with the actual percentages.	We are presenting the test by comparing percentages for each of the posts with actual percentages.
0	South Along the Caribbean	Opposite of North along the Caribbean.
0	Their ideas and initiatives can be implemented at the local and national levels.	Locally and nationally, their ideas can be applied.
0	The younger girl ran screaming to her.	A young girl was screaming. 
1	The celebrity-obsessed magazine surpasses itself in the post-Oscar issue.	The magazine always has obscene pictures of celebrities.
1	Also, the tobacco executives who told Congress they didn't consider nicotine addictive might now be prosecuted for fraud and perjury.	The tobacco executives will get jail time.
0	yeah that's true the traffic um yeah yeah	That's true about the traffic.
1	Yes, you've done very well, young man.	You've done better than anyone else.
2	substitute my my yeah my kid'll do uh four or five hours this week for me no problem	I won't be substituting anything in this case.
0	Standard screens may not perform as well in these patient subgroups that may represent a considerable part of the ED population.	The subgroups may not perform well in standard screens.
0	They were inferior.	Substandard, they were.
2	As of last week he charges $50 an hour minimum instead of $25 for the services of his yearling Northern Utah Legal Aid Foundation.	His charges went down.
2	But it just might be because he's afraid he'll lose his No.	He's definitely not afraid of losing his No.
1	She graduated in 1995 owing $58,000 in loans.	She had so much in student loans that she had trouble paying them back.
0	that's their signal	That's their sign.
2	What are you going to do about it?" Tuppence frowned severely.	Tuppence didn't care what happened.
0	He watched San'doro silent in his thoughts.	San'doro was being watched by the man.
1	Kill chickens.	Kill feathered animals.
1	I put it to you that you did do so?	I am guessing that you did stay at the hotel?
0	Sorry but that's how it is.	While one is apologetic about it, there is nothing that can be done.
0	More works can be seen in the museum attached to the cathedral (admission is around 100 pe?­setas).	The museum attached to the cathedral has art in it.
1	it gets it	I guess it gets sunlight sometimes.
2	In fact, you're going to be rewarded.	Sorry, you're going to be fined.
1	Emergency physician attitudes concerning intervention for alcohol abuse/dependence in the emergency department.	Physicians have different attitudes concerning substance abuse in the ER.
0	Today, nothing remains except the foundations.	Except for the foundations, nothing else still exists.
0	That story remains to be told.	The story has not been told yet.
0	The island has a long history; its marble deposits were coveted around the ancient world.	The marble from the island was desirable in ancient times.
1	 "Give it to me." He handed it to her.	She had an impatient tone when she spoke to him.
2	Clearly, people don't know how to reach lawyers.	It is obvious that people know how to contact lawyers.
1	Upon commencement of commercial operation of each new utility unit under subpart 1 of part B, the unit shall comply with the requirements of subsection (a)(1).	subsection a1 need also me complied with other a variety of different conditions.
0	His voice was even and calm, not a hint of rage.	He was very mellow.
1	Numbers began wafting about on the  I'd say at least five	I had to pick at least one number.
2	The FCC has created two tiers of small business for this service with the approval of the SBA.	Though the FCC is still waiting for SBA approval, they have decided to create just one tier.
1	To the west of the city at Hillend is Midlothian Ski Centre, the longest artificial ski slope in Europe.	The Midlothian Ski Centre is the only artificial ski slope in Scotland.
2	The m??tro (subway) is the fastest way to move around the city, but the buses, both in the capital and the other big towns, are best for taking in the sights.	Taking the subway is much slower than taking the bus. 
2	Interesting Conflict Over Conflict of Interest	Conflicts of interest do not arise.
0	The best beach in Europe ' at least that's the verdict of its regulars.	Regular beachgoers say that it is the best in Europe.
0	yeah but uh do you have small kids	Do you have young children?
2	Also downtown is the Flower Market, on Wall and 8th streets; fresh-cut flowers and a variety of plants can be had for bargain prices, but the best selections are found before dawn.	There's no market on Wall and 8th streets.
0	Punditus Interruptus, The Final 	The Last Punditus Interruptus
2	Treasure Beach (South Coast)	Treasure Beach is on the North  Coast.
2	A rusty iron gate swinging dismally on its hinges! 	The iron gate did not move at all.  
2	Sure enough, there was the chest, a fine old piece, all studded with brass nails, and full to overflowing with every imaginable type of garment. 	There was nothing in the large chest.
1	Thus, the net scale benefit is initially positive, whether or not we adjust for the wage premium.	Net scale benefits can become negative over time.
2	oh for heaven sakes for the drugs yeah uh-huh	Drugs aren't a factor.
2	if it had rained any more in the last two weeks instead of planting Saint Augustine grass in the front yard i think i would have plowed everything under and had a rice field	It's beed super dry.
2	Legal Services Corp., 02-CV-3866, names as defendants the national Legal Services Corp., which distributes federal grants to providers, and Legal Services of New Jersey, which distributes state money.	Legal Services Corp. wasn't a named defendant.
2	Thorn held a sword different from any Ca'daan had ever seen.	Ca'daan was used to seeing people hold swords like Thorn held it.
2	He's chosen Meg Ryan.	Jon Doe was chosen.
1	 He caught a grip on himself, fighting the fantasies of his mind, and took another breath of air.	The air tasted like molten metal - the taste of blood.
0	The state legislature provides significant bipartisan support for the legal services delivery system.	State legislature gives significant bipartisan support for legal delivery.
1	I smiled vaguely.	I was feeling sure of myself.
1	CHAPTER 6: HUMAN CAPITAL	Human capital includes the workforce.
2	and uh we went through a time period that we had three Danes	We never had Danes for a certain amount of time.
2	You wake up one bright autumn morning and you're halfway to the subway when you decide to walk to work instead.	You decide to ride the subway instead of take a stroll to work.
1	Participate in the postaward audit for assessing thedegree of success of the acquisition.	The award is given to different people every year.
1	Restored in 1967, the beautiful exterior is complemented by the fine period furniture housed inside.	The restorations done to the structure is very promising.
2	The house fell into ruin after emancipation, when fear of the witch's influence drove the plantation's slaves away.	The slaves didn't believe in witches, and stayed on the plantation.
1	It features over 50 outlets for discounted designer fashions, from Armani to DKNY.	It's discount name designer outlet stores are very popular.
1	yeah okay yeah those games are fun to watch you you you watch those games	Those games are a lot of fun so I watch all of them.
0	Something may be better than nothing . If trials compared low-cost therapy to the complete AZT regimen it's likely that the new regimens will prove less effective.	It is better to have little than to have none at all.
2	Sue me, Royko wrote.	"Don't sue me!" Royko wrote. 
0	that's right you can work yourself to death well i'm sorry to hear your color didn't come out so good over the weekend	I'm sorry it didn't turn out as planned. 
1	He threw one of them and shot the other.	He shot his gun at the man.
0	Several pro-life Dems are mounting serious campaigns at the state level, often against pro-choice Republicans.	Serious campaigns are being run by a few pro-life Democrats.
2	The pieces are unloaded and fed into sorting machines.	They were unloaded but not sorted
2	All-inclusive units are in villas and a great house in tropical setting overlooking Caribbean.	The all-inclusive units are condos.
1	The way we try to approach it is to identify every legal problem that a client has.	Identifying every legal problem makes it easier to help the client.
