label	premise	hypothesis
1	A man is smiling at a woman in a white dress.	The man knows the woman.
2	Bicyclist ride the course near the ocean as the day comes to an end.	The cyclist was riding in the morning.
0	A dark headed woman picking out a green flower from a large bucket full of them.	A woman picks a flower out of a bucket.
0	A young boy wearing a red shirt runs along a gravel road.	A boy is outdoors.
0	Soldiers are holding guns and peeking around a building.	Soldiers are packing heat near a building.
1	Two young teenage girls hiking through the snow on a cold winter day.	Two girls with blonde hair are hiking.
0	Man with black shirt and sunglasses makes something out of a balloon.	A man makes something from a balloon.
0	A man in a navy blue shirt is tossing a boy with a large smile on his face high into the air.	A man tossing a child into the air.
0	An older man wearing stars and stripes rides a bike.	An old man rides a bike.
2	A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror.	The woman is blind.
0	A group of people are sight seeing and taking pictures.	there are a group of people
2	Two women wearing aprons and hairnets look at each other while they reach into metal canisters.	No one is wearing aprons.
0	A small child with a backpack walks down a narrow road next to a painted wall.	A small child is walking on a road
2	A woman rests her head on a man's shoulder.	Woman baking cake for her husband
0	Two men heavily immersed in a conversation worth having.	Two men are talking.
0	a woman walking down the street.	A lady is walking down a street.
0	A man sitting on steps with a child as a bystander walks by.	A man and a child sitting on steps saw a bystander.
0	A woman in an apron is looking for bread.	A woman is wearing an apron.
1	A man in a purple and blue shirt and shorts is getting ready to hit a golf ball.	A man is on a golf course.
2	Two Asian people cooking on a grill in a park.	The couple are cooking in there home kitchen.
0	A man is holding on to a piece of rope, sitting in an inflatable boat, in front of several other larger boats.	A man is afloat.
2	Construction workers on lifts working on a building.	One man is painting a billboard.
0	A brown and black dog rubs his face in the grass.	The dog is outside.
0	Rock band on stage immersed in light show.	There is a light show.
1	children are sitting in chairs with a music stand in the background.	Children are having fun at Tommy's birthday party.
0	Three people sitting on some stairs laughing.	There are three people.
2	A male guitar player is vigorously singing a not to a song in a poorly lit room.	The man is buying a new guitar at the store.
1	A man in military uniform points as three other men watch.	the man is wearing green
2	A group of women sing together while wearing matching black dresses.	Some women are knitting at the cafe.
1	A man is doing a task by a body of water on a farm.	The man is practicing how to surf.
1	A red truck is parked next to a burning blue building while a man in a green vest runs toward it.	The red truck is a fire truck.
2	A man with a paddle stands next to a woman with a bikini top; and her arms are in a dance pose.	two men bellydance
1	A man wearing a black jacket stands next to a body of water.	The man is standing by a river.
0	A little boy punching out flashcards from the cardboard they came in.	A boy holds some flashcards in his hands
1	A young boy gets his photo taken with Mr. and Mrs. Clause.	A young boy's mother takes his photo with Mr. and Mrs. Clause.
0	an old shoemaker in his factory	The shoemaker is inside.
1	Cheerleaders in blue performing on a football field underneath a yellow football goal post.	A group of girls shake pom poms.
2	The man is sweeping with a red broom.	The man is dancing with a woman
1	A boy in an orange "Spring Hill" ball team uniform, pitching the ball.	A boy plays pitcher for the first time.
1	Several younger people sitting in front of a statue.	several young people sitting in a school courtyard
2	A woman, wearing a colorful bikini, rests laying down next to the blue water.	The woman is wearing a prom dress.
1	Tan dog running through long grass in a park-like setting.	A dog runs after a squirrel.
0	Four women are taking a walk down an icy road.	The women are walking on the ice.
0	A small Asian child rides on the back of a woman who is wearing a hat.	A child and woman are picture.
2	A young woman dressed in black attaches bags full of flowers to a bicycle.	The woman is old.
0	A man in an orange jacket reaches under a busted up blue car on wooden supports.	A man reaches into a car.
2	A small girl is swinging.	a puppy barks at a girl
0	a small brown and white dog swimming through the pool next to a man.	A man and a small multicolored dog are in the water.
1	A man on a ladder in tall grass.	The man is wearing glasses.
1	A group of smiling people are posing outdoors for a picture.	The group of people are smiling for their family photo.
1	People standing at street corner in France.	A group of people wait to cross a Parisian street.
1	Family gathered together in a house enjoying each other company.	A family is sitting together inside a house.
0	A boy and girl play together on a pile or rocks in a residential area.	The boy and girl are outside
2	An Indian woman stands in an outdoor marketplace.	An American shops at the supermarket.
1	Lab tech looking through a microscope in a lab.	The lab tech is looking at a cell sample.
0	A child plays with her father's boots.	A child is playing.
1	A girl with short hair and a white shirt is holding a beer bottle	The girl has just got down drinking the whole bottle.
0	While two students are jumping, others in a classroom are sitting or standing.	Two students jumping in a class.
0	An adorable child leaping to block a soccer ball from entering the goal.	A child blocks a goal.
1	A man smokes while leaning against a pillar, which has a "missing person" flier posted on it.	a man smokes a joint outside
1	A group of people standing in a restaurant.	A group of people are eating tacos at a restaurant.
1	A man in a black tank top wearing a red plaid hat	A man getting ready to play golf.
2	A man in reflective sunglasses, a skull T-shirt, and long red shorts sits out of the sun in a folding chair.	The man is standing.
2	A dog running in long grass, a housing development behind it.	A pet is sleeping by the fireplace.
2	A girl playing a violin along with a group of people	A girl is washing a load of laundry.
2	Children nap on a floor while others stand by.	Children are playing childish games while others stand by.
2	Three young women perform a dance in a crowded hall.	Three young woman are sleeping in a crowded hall.
0	A man in a bright yellow shirt juggles while riding a unicycle.	Man performs a juggling act on a unicycle.
1	Man walking a small pug.	The man is a mailman.
2	A man scales a rock climbing wall.	A man reading a book.
0	A younger man dressed in tribal attire.	A young man wears clothing.
1	A man in an overcoat putting on his gloves at a subway station.	A person is waiting for the train.
2	A couple walking down the street.	A couple dancing to music
1	A choir practicing in a church.	A choir is preparing to sing for a wedding.
1	A man in a market holding some very large green onions while smoking a cigarette.	A man is shopping in a grocery store.
2	A man holds a rope for a boy who's about to climb a wall.	There is a man climbing as the boy holds the rope
0	A man in aerodynamic gear riding a bicycle down a road around a sharp curve.	the man is riding outside
0	A police officer standing next his police motorbike holding a yellow safety jacket.	A police officer and his motorbike.
0	Two women in bathing suits play on the beach.	Two ladies are wearing swimsuits.
0	Women in red are performing with nun-chucks.	Women are wielding nun-chucks.
0	A young boy sits on the shoulders of a woman, who is carrying a young girl.	A woman is with a couple of children
0	A man in gray on a rocky cliff, overlooking the mountains.	A man can see mountains from where he stands.
2	A woman with a stroller is passing a man walking a dog.	There is a dog sleeping on the bed.
1	Two men and two women in jackets walk down a large city street.	People on a double date in the city.
1	A couple walking down the street.	An old couple walking, holding hands
0	A man wearing an oxford shirt, sunglasses, and a hat smirks.	A man with his outfit
0	A girl in black pants doing exercises.	A girl moving her muscles to get exercise in.
1	Man jumping over a rusty fence on a blue bicycle.	Man jumping over the fence on his bicycle trying to escape from the dog.
1	Three people wearing black blindfolds near a "Salvar O Planeta" sign.	they are protesting
0	A girl with short hair and a white shirt is holding a beer bottle	There is a girl holding a beer bottle.
0	A red hot air balloon lands in a field among a crowd.	A hot air balloon is making a landing.
1	A woman with a cart of eggs walks in a market.	A woman compares prices on eggs at the market
0	A man in a hat is driving a horse-driven cart down a cobblestone street.	A man is outside.
0	A woman crosses the street with a baby in her arms.	A woman crosses the street carrying her baby.
2	The man is throwing a toy to a brown and black dog in the park.	A man and a dog are sitting on the couch.
1	A little boy and his father talking to a man dressed as Santa Claws.	A boy and his father discuss Christmas with Santa Claus
2	A lady stands outside of a Mexican market.	Cats enjoy taco
1	A skateboarder with a black and white hat at the top of a jump on a snowy day.	A skateboarder is preparing for the new season.
2	pedestrian walking on the street	A person walking inside a building.
0	A dog jumps over a pile of wood.	A dog can jump.
2	A female guitarist is playing on stage.	The woman is playing the piano on the stage.
0	People sitting on benches in a public area.	There are people sitting on benches outdoors.
2	A man playing an electric guitar on stage.	A man playing banjo on the floor.
2	A woman is carrying two children in the middle of a large crowd.	the woman is lying down sleeping
2	People are riding their bikes down a road.	No one is riding a bike.
2	construction worker working on a structure	A man is working on a computer.
0	This woman is skiing down a snowy hill.	This woman is on a hill.
1	A dog jumping for a Frisbee in the snow.	A pet is enjoying a game of fetch with his owner.
2	Cityscape with four men on bikes serving as the focal point of picture.	Local robbers escape after stealing an otter
2	Children playing a video game together.	The kids are at the table eating dinner.
1	A man dances with a woman in a white egyptian costume.	A man is disguise as he dances with someone.
1	Politician John McCain on a talk show.	John McCain is talking about politics.
0	A lady digs through a garbage can looking to add to the shopping cart beside her.	Lady digs through garbage
0	A rally in a different country.	A rally in a seperate country.
0	Two girls (one dressed in blue, and one dressed in pink) are racing one another on rollerskates.	Two girls are in a race.
1	Two men working in a small factory.	Two men in a tool plant.
2	A woman in a long, dark coat looks through trashcans in Winter.	A woman is standing by a fire pit.
2	Two women are getting their pictures taken with a man in his underwear.	The is one woman in the picture.
0	A woman sitting with a guitar talking to a man sitting with an umbrella.	A woman is talking.
0	A man, with a full face mask, sits on a sidewalk playing the guitar.	A man is wearing a mask
1	A man is walking past a large sign that says E.S.E. Electronics.	The man works at E.S.E Electronics.
0	Little kids play a game of running around a pole.	A bunch of young kids play a game that requires them to run around a pole.
2	A dog with a purple leash is held by a woman wearing white shoes.	A man is holding a leash on someone else dog.
1	A worker shoveling dirt into a wheelbarrow.	The worker is a man.
2	A girl in a black sweater and jeans pours water into an empty soda bottle.	A girl pours water into the ocean
1	A woman and a baby are watching a boy play.	the woman is his mother
0	A racer on a motorcycle lifts one hand in the air.	A person on a motorcycle.
2	A group of African Americans getting ready to eat.	An outdoor concert at the park.
2	One man in baseball cap looks out while two men look down.	Women look different directions.
0	A very dirty race car doing a burnout on some dirt.	A car does a burn out.
2	Fireworks light up the night as a man stands on stage.	The man is studying quietly in the house.
0	A man in a strange uniform taking a photo of an old-fashioned red sports car.	A person taking a photo.
2	This church choir sings to the masses as they sing joyous songs from the book at a church.	A choir singing at a baseball game.
2	two people riding their bikes down a street together.	A couple gets married at the courthouse.
1	Man in blue shirt yells and points off-camera while a man in a blue shirt and baseball cap watches.	He is yelling at his son.
0	A little girl carries a younger girl on the sidewalk.	the girl is little
1	A dark-haired lady with a big smile is wearing a bright red scarf.	A dark-haired lady is dressed for a good day
0	A young couple riding on a bus with the boy's arm around the girl.	The couple are on a bus.
0	A dog hides in the tall grasses along a rocky shore	The dog is outdoors.
0	Here is an announcement for everybody about the beach.	The beach has an announcement.
2	Two wrestlers in an intense match.	Two wrestlers are eating dinner at a local diner.
1	A motorist gets some air over a rough hill.	A motorist is riding his bike in a competition.
2	A dog jumps over a pile of wood.	A dog rests on a pile of wood.
2	A man wearing a black sweater and a knit cap sits in front of mountain scenery, with a cloudy sky overhead.	A man is indoors.
0	Four entertainers dressed in Roman style garb are performing at an outdoor theater.	People are outdoors.
1	A woman in a white wedding dress is being dressed and fitted by two other women.	A woman is being fitted for the first time.
0	A female gymnast in black and red being coached on bar skills.	The female gymnast is training.
0	A young man at a bowling alley posing on the scoring machine.	A young man is at the bowling alley.
1	A woman with a pink purse walks down a crowded sidewalk.	A woman escapes a from a hostile enviroment
0	A small dog looking up to his loving owner.	A dog is looking up.
1	A young male is running while playing tennis against another person.	A man moves while playing a game
0	A baby girl and little boy are standing next to a guitar and a drum.	The girl is near an instrument.
2	A child floating on a blue raft while a woman holds on to him while a black dog swims nearby.	Nobody floats.
1	A man is smiling at a woman in a white dress.	The man is friendly.
0	The young boy in a red shirt and jeans resists his sister's request for water on the road.	A boy denies his sister a drink.
0	A dark-skinned man wearing a green cap backwards on his head grins in a crowd.	The man in the green cap finds something funny.
2	A young boy in red leaping into sand at a playground.	A child does a cannonball into a pool.
1	A bald person in green clothing stands in front of a brick wall.	A man poses for a picture.
1	A man with glasses sitting at a restaurant staring at something that is not shown.	a man at a restaurant waiting for his wife
1	A baby sitting in a highchair looking delighted.	The baby is eating.
2	A woman is walking her dog and using her cellphone.	The woman is walking her cat.
0	a baby getting a bath in the kitchen sink.	A baby is getting a bath.
0	In a chain link enclosed skate park a skater goes over one of the obstacles.Wit.	A person is skating.
0	A man with a latex glove and black t-shit is standing in front of a Chevy van.	a man standing in front of a van
2	A boy and a girl stand in a median amongst Mike Huckabee signs.	The boy and girl stand on the lakeshore.
1	Four men and a young boy are at a table set up for wood crafts.	The group of men are teaching the boy how to make wood crafts.
1	a skier doing a trick on pole while being photographed by another man	Skier showing off for photographer by doing a trick.
1	A small, pale bird bends down to examine a crumb.	The bird is having trouble flying.
2	A woman in a red dress is walking on the sidewalk.	The woman is running through the woods.
1	A man talks to two guards as he holds a drink.	The prisoner is talking to two guards in the prison cafeteria.
0	Three people are walking on a beach.	A few people are near the ocean
0	A man wearing an orange shirt and sunglasses jogging in a marathon with spectators spectating him.	People watch a man jog.
1	People wearing sombreros drink shots happily.	People enjoying the festivities in Cancun.
2	A man in shorts and flip-flops is carrying a bag on his back.	A man is outside with no bag on his back.
1	A female gymnast flies off of the lower bar and is suspended in the air with her feet pointed upward.	A gymnast is in mid air.
0	A boy in a red shirt is squatting in front of a circle of stones with a pot in the middle.	A boy sits in front of stones.
2	A younger man dressed in tribal attire.	A young man wheres a tuxedo.
1	A lady digs through a garbage can looking to add to the shopping cart beside her.	Lady is searching for food in garbage
2	Pedestrians are gazing at a display of books set out on a sidewalk under a tree.	Some women are wrapping gifts.
0	A woman with a black purse and a red coat is sitting on a pillar of concrete.	There is one woman in this picture.
2	A woman in a scarf, laughing, being licked by a dog.	A woman is scratched by a cat
0	A woman in black is getting ready in her bathroom.	The woman is in the bathroom
0	Mom and little boy having fun & eating by the lake.	Two humans enjoying the outside.
0	a woman in jeans and a woman in shorts are petting a baby kangaroo.	Two woman are petting a animal.
